騎手,粒度,条件,n,勝利数,複勝内数,勝率,複勝率,単勝回収率,信頼できる母数
木幡巧,場×距離帯×馬場,東京/芝/長距離(2201~),8,0,0,0.0,0.0,0.0,False
古川吉,場×距離帯×馬場,京都/芝/マイル(1401-1800),8,0,0,0.0,0.0,0.0,False
泉谷,脚質×距離帯,差し/マイル(1401-1800),8,0,0,0.0,0.0,0.0,False
津村,脚質,追込,8,0,0,0.0,0.0,0.0,False
北村友,場×距離帯×馬場,京都/ダ/中距離(1801-2200),8,0,2,0.0,0.25,0.0,False
武豊,場×距離帯×馬場,京都/ダ/中距離(1801-2200),8,0,2,0.0,0.25,0.0,False
横山武,脚質,追込,8,0,1,0.0,0.125,0.0,False
松若,脚質×距離帯,追込/短距離(~1400),8,0,0,0.0,0.0,0.0,False
★小林美,脚質×距離帯,差し/マイル(1401-1800),8,0,0,0.0,0.0,0.0,False
横山琉,場×距離帯×馬場,東京/芝/マイル(1401-1800),8,0,0,0.0,0.0,0.0,False
横山琉,脚質×距離帯,追込/マイル(1401-1800),8,0,0,0.0,0.0,0.0,False
吉田隼,場,京都,8,0,2,0.0,0.25,0.0,False
☆松本,枠番,内枠(1-2),8,0,1,0.0,0.125,0.0,False
石川,場×距離帯×馬場,東京/ダ/中距離(1801-2200),8,0,1,0.0,0.125,0.0,False
石橋脩,場×距離帯×馬場,東京/芝/長距離(2201~),8,0,1,0.0,0.125,0.0,False
田辺,場×距離帯×馬場,東京/芝/長距離(2201~),8,0,1,0.0,0.125,0.0,False
伊藤,脚質×距離帯,先行/短距離(~1400),8,0,2,0.0,0.25,0.0,False
ルメー,場×距離帯×馬場,中山/芝/短距離(~1400),8,0,2,0.0,0.25,0.0,False
北村宏,場×距離帯×馬場,中山/芝/短距離(~1400),8,0,4,0.0,0.5,0.0,False
杉原,場×距離帯×馬場,中山/ダ/マイル(1401-1800),8,0,1,0.0,0.125,0.0,False
吉村,場×距離帯×馬場,阪神/ダ/中距離(1801-2200),8,0,0,0.0,0.0,0.0,False
伊藤,場,中山,8,0,1,0.0,0.125,0.0,False
伊藤,枠番,外枠(7-8),8,0,1,0.0,0.125,0.0,False
和田竜,場×距離帯×馬場,阪神/芝/中距離(1801-2200),8,0,1,0.0,0.125,0.0,False
松若,脚質×距離帯,追込/マイル(1401-1800),8,0,2,0.0,0.25,0.0,False
長浜,場×距離帯×馬場,中山/芝/マイル(1401-1800),8,0,0,0.0,0.0,0.0,False
石橋脩,脚質×距離帯,逃げ/マイル(1401-1800),8,0,1,0.0,0.125,0.0,False
小崎,場×距離帯×馬場,中京/ダ/短距離(~1400),8,0,3,0.0,0.375,0.0,False
小沢,場×距離帯×馬場,中京/芝/マイル(1401-1800),8,0,0,0.0,0.0,0.0,False
高倉,場×距離帯×馬場,阪神/ダ/短距離(~1400),8,0,1,0.0,0.125,0.0,False
鮫島駿,場×距離帯×馬場,阪神/芝/長距離(2201~),8,0,1,0.0,0.125,0.0,False
藤懸,場×距離帯×馬場,中京/ダ/マイル(1401-1800),8,0,2,0.0,0.25,0.0,False
▲田山,距離帯,中距離(1801-2200),8,0,2,0.0,0.25,0.0,False
鮫島駿,脚質×距離帯,先行/長距離(2201~),8,0,1,0.0,0.125,0.0,False
松岡,脚質×距離帯,先行/中距離(1801-2200),8,0,3,0.0,0.375,0.0,False
▲舟山,枠番,内枠(1-2),8,0,2,0.0,0.25,0.0,False
丹内,場×距離帯×馬場,福島/ダ/短距離(~1400),8,0,1,0.0,0.125,0.0,False
横山琉,場×距離帯×馬場,福島/ダ/短距離(~1400),8,0,0,0.0,0.0,0.0,False
小沢,場×距離帯×馬場,福島/ダ/マイル(1401-1800),8,0,0,0.0,0.0,0.0,False
武藤,場×距離帯×馬場,福島/芝/短距離(~1400),8,0,1,0.0,0.125,0.0,False
★谷原,脚質×距離帯,差し/短距離(~1400),8,0,0,0.0,0.0,0.0,False
☆吉村,場×距離帯×馬場,阪神/ダ/短距離(~1400),8,0,1,0.0,0.125,0.0,False
岩部,脚質,差し,8,0,0,0.0,0.0,0.0,False
三浦,脚質×距離帯,逃げ/短距離(~1400),8,0,3,0.0,0.375,0.0,False
秋山稔,脚質,逃げ,8,0,1,0.0,0.125,0.0,False
斎藤,場×距離帯×馬場,福島/芝/中距離(1801-2200),8,0,1,0.0,0.125,0.0,False
和田陽,距離帯,マイル(1401-1800),8,0,0,0.0,0.0,0.0,False
石神深,枠番,中枠(3-6),8,0,0,0.0,0.0,0.0,False
今村,場,福島,8,0,1,0.0,0.125,0.0,False
▲田山,脚質×距離帯,先行/短距離(~1400),8,0,1,0.0,0.125,0.0,False
森田,距離帯,短距離(~1400),8,0,0,0.0,0.0,0.0,False
☆吉村,脚質×距離帯,先行/マイル(1401-1800),8,0,1,0.0,0.125,0.0,False
菅原隆,枠番,外枠(7-8),8,0,0,0.0,0.0,0.0,False
▲古川奈,脚質×距離帯,差し/マイル(1401-1800),8,0,0,0.0,0.0,0.0,False
太宰,脚質×距離帯,差し/中距離(1801-2200),8,0,1,0.0,0.125,0.0,False
北村宏,場×距離帯×馬場,東京/芝/短距離(~1400),8,0,1,0.0,0.125,0.0,False
横山琉,場×距離帯×馬場,福島/ダ/マイル(1401-1800),8,0,1,0.0,0.125,0.0,False
石神道,枠番,外枠(7-8),8,0,0,0.0,0.0,0.0,False
小林脩,場×距離帯×馬場,新潟/ダ/マイル(1401-1800),8,0,2,0.0,0.25,0.0,False
▲川端,場,新潟,8,0,2,0.0,0.25,0.0,False
吉田隼,場×距離帯×馬場,新潟/芝/短距離(~1400),8,0,2,0.0,0.25,0.0,False
津村,場×距離帯×馬場,東京/ダ/中距離(1801-2200),8,0,2,0.0,0.25,0.0,False
ディー,場×距離帯×馬場,東京/芝/短距離(~1400),8,0,2,0.0,0.25,0.0,False
国分恭,場×距離帯×馬場,新潟/芝/短距離(~1400),8,0,1,0.0,0.125,0.0,False
原,場×距離帯×馬場,東京/芝/中距離(1801-2200),8,0,1,0.0,0.125,0.0,False
北村宏,場×距離帯×馬場,東京/ダ/中距離(1801-2200),8,0,1,0.0,0.125,0.0,False
佐々木,場×距離帯×馬場,東京/ダ/中距離(1801-2200),8,0,1,0.0,0.125,0.0,False
泉谷,場,京都,8,0,1,0.0,0.125,0.0,False
古川吉,場,東京,8,0,0,0.0,0.0,0.0,False
江田照,場×距離帯×馬場,東京/ダ/短距離(~1400),8,0,0,0.0,0.0,0.0,False
永島,場,京都,8,0,1,0.0,0.125,0.0,False
秋山稔,場×距離帯×馬場,京都/ダ/短距離(~1400),8,0,0,0.0,0.0,0.0,False
大野,場×距離帯×馬場,新潟/芝/中距離(1801-2200),8,0,1,0.0,0.125,0.0,False
小崎,場×距離帯×馬場,新潟/芝/中距離(1801-2200),8,0,0,0.0,0.0,0.0,False
永島,場×距離帯×馬場,新潟/芝/短距離(~1400),8,0,0,0.0,0.0,0.0,False
菱田,場×距離帯×馬場,京都/芝/中距離(1801-2200),8,0,1,0.0,0.125,0.0,False
斎藤,脚質,逃げ,8,0,0,0.0,0.0,0.0,False
鷲頭,枠番,内枠(1-2),8,0,3,0.0,0.375,0.0,False
上里,場,新潟,8,0,0,0.0,0.0,0.0,False
小崎,場×距離帯×馬場,京都/芝/短距離(~1400),8,0,1,0.0,0.125,0.0,False
丸山,場×距離帯×馬場,東京/ダ/短距離(~1400),8,0,1,0.0,0.125,0.0,False
▲遠藤,脚質×距離帯,先行/マイル(1401-1800),8,0,2,0.0,0.25,0.0,False
★小林美,場,函館,8,0,0,0.0,0.0,0.0,False
浜中,場×距離帯×馬場,函館/ダ/マイル(1401-1800),8,0,1,0.0,0.125,0.0,False
小林凌,脚質×距離帯,先行/短距離(~1400),8,0,0,0.0,0.0,0.0,False
菊沢,脚質×距離帯,追込/短距離(~1400),8,0,2,0.0,0.25,0.0,False
▲石田,脚質,追込,8,0,0,0.0,0.0,0.0,False
小沢,場×距離帯×馬場,阪神/ダ/マイル(1401-1800),8,0,0,0.0,0.0,0.0,False
中井,脚質×距離帯,差し/中距離(1801-2200),8,0,1,0.0,0.125,0.0,False
斎藤,場×距離帯×馬場,函館/芝/中距離(1801-2200),8,0,1,0.0,0.125,0.0,False
菅原明,場×距離帯×馬場,福島/ダ/マイル(1401-1800),8,0,1,0.0,0.125,0.0,False
石橋脩,場×距離帯×馬場,福島/ダ/マイル(1401-1800),8,0,0,0.0,0.0,0.0,False
坂井,脚質,追込,8,0,0,0.0,0.0,0.0,False
▲田山,場,小倉,8,0,2,0.0,0.25,0.0,False
▲佐藤,場,福島,8,0,1,0.0,0.125,0.0,False
田辺,場×距離帯×馬場,福島/ダ/短距離(~1400),8,0,1,0.0,0.125,0.0,False
杉原,場×距離帯×馬場,福島/ダ/短距離(~1400),8,0,0,0.0,0.0,0.0,False
☆松本,枠番,外枠(7-8),8,0,2,0.0,0.25,0.0,False
落合玄,脚質,先行,8,0,1,0.0,0.125,0.0,False
三浦,場×距離帯×馬場,新潟/芝/マイル(1401-1800),8,0,4,0.0,0.5,0.0,False
木幡巧,場×距離帯×馬場,新潟/芝/マイル(1401-1800),8,0,0,0.0,0.0,0.0,False
石橋脩,場×距離帯×馬場,新潟/芝/短距離(~1400),8,0,0,0.0,0.0,0.0,False
▲舟山,場,札幌,8,0,1,0.0,0.125,0.0,False
丹内,場×距離帯×馬場,札幌/芝/長距離(2201~),8,0,2,0.0,0.25,0.0,False
吉田隼,場×距離帯×馬場,札幌/芝/短距離(~1400),8,0,0,0.0,0.0,0.0,False
☆高杉,場×距離帯×馬場,中京/ダ/短距離(~1400),8,0,1,0.0,0.125,0.0,False
吉田隼,脚質×距離帯,差し/長距離(2201~),8,0,2,0.0,0.25,0.0,False
原,場×距離帯×馬場,新潟/芝/マイル(1401-1800),8,0,1,0.0,0.125,0.0,False
黛,場×距離帯×馬場,札幌/芝/マイル(1401-1800),8,0,2,0.0,0.25,0.0,False
原田和,場×距離帯×馬場,札幌/ダ/マイル(1401-1800),8,0,1,0.0,0.125,0.0,False
▲佐藤,場×距離帯×馬場,新潟/ダ/短距離(~1400),8,0,1,0.0,0.125,0.0,False
酒井,場×距離帯×馬場,中京/ダ/短距離(~1400),8,0,1,0.0,0.125,0.0,False
横山和,場×距離帯×馬場,札幌/芝/マイル(1401-1800),8,0,4,0.0,0.5,0.0,False
鷲頭,場,札幌,8,0,1,0.0,0.125,0.0,False
江田照,場×距離帯×馬場,新潟/芝/マイル(1401-1800),8,0,1,0.0,0.125,0.0,False
落合玄,場,札幌,8,0,1,0.0,0.125,0.0,False
ゴンサ,脚質×距離帯,差し/短距離(~1400),8,0,3,0.0,0.375,0.0,False
和田陽,脚質,先行,8,0,0,0.0,0.0,0.0,False
舟山,場,中山,8,0,1,0.0,0.125,0.0,False
柴田善,場×距離帯×馬場,中山/ダ/短距離(~1400),8,0,0,0.0,0.0,0.0,False
田山,脚質×距離帯,先行/マイル(1401-1800),8,0,1,0.0,0.125,0.0,False
柴田善,脚質×距離帯,先行/短距離(~1400),8,0,1,0.0,0.125,0.0,False
木幡初,場×距離帯×馬場,新潟/芝/短距離(~1400),8,0,0,0.0,0.0,0.0,False
横山武,場,福島,8,0,3,0.0,0.375,0.0,False
ジェル,距離帯,短距離(~1400),8,0,0,0.0,0.0,0.0,False
△舟山,脚質,先行,8,0,1,0.0,0.125,0.0,False
ゴンサ,場×距離帯×馬場,新潟/芝/短距離(~1400),8,0,3,0.0,0.375,0.0,False
☆長浜,距離帯,マイル(1401-1800),8,0,2,0.0,0.25,0.0,False
☆長浜,脚質,差し,8,0,0,0.0,0.0,0.0,False
△石神道,場×距離帯×馬場,新潟/芝/短距離(~1400),8,0,1,0.0,0.125,0.0,False
コレッ,場,新潟,8,0,1,0.0,0.125,0.0,False
レーン,場,札幌,8,0,2,0.0,0.25,0.0,False
武豊,場×距離帯×馬場,中京/芝/中距離(1801-2200),7,0,2,0.0,0.2857,0.0,False
西村淳,脚質,追込,7,0,1,0.0,0.1429,0.0,False
今村,場,中京,7,0,1,0.0,0.1429,0.0,False
Aルメ,脚質×距離帯,差し/マイル(1401-1800),7,0,2,0.0,0.2857,0.0,False
岩田望,場×距離帯×馬場,中京/芝/マイル(1401-1800),7,0,2,0.0,0.2857,0.0,False
丸山,場×距離帯×馬場,中山/ダ/マイル(1401-1800),7,0,3,0.0,0.4286,0.0,False
斎藤,場×距離帯×馬場,中山/ダ/短距離(~1400),7,0,0,0.0,0.0,0.0,False
亀田,場×距離帯×馬場,中京/芝/中距離(1801-2200),7,0,1,0.0,0.1429,0.0,False
原田和,場×距離帯×馬場,中山/芝/中距離(1801-2200),7,0,0,0.0,0.0,0.0,False
武藤,場×距離帯×馬場,中山/芝/短距離(~1400),7,0,0,0.0,0.0,0.0,False
田辺,脚質×距離帯,追込/短距離(~1400),7,0,0,0.0,0.0,0.0,False
嶋田,脚質×距離帯,追込/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
秋山稔,場×距離帯×馬場,中京/芝/中距離(1801-2200),7,0,1,0.0,0.1429,0.0,False
秋山稔,脚質×距離帯,先行/中距離(1801-2200),7,0,0,0.0,0.0,0.0,False
岩田望,場×距離帯×馬場,中京/ダ/マイル(1401-1800),7,0,3,0.0,0.4286,0.0,False
河原田,枠番,中枠(3-6),7,0,0,0.0,0.0,0.0,False
幸,脚質×距離帯,追込/短距離(~1400),7,0,0,0.0,0.0,0.0,False
加藤,枠番,外枠(7-8),7,0,2,0.0,0.2857,0.0,False
長岡,場,中山,7,0,1,0.0,0.1429,0.0,False
柴田大,場×距離帯×馬場,中山/ダ/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
角田和,場×距離帯×馬場,中京/ダ/中距離(1801-2200),7,0,2,0.0,0.2857,0.0,False
☆田口,距離帯,短距離(~1400),7,0,0,0.0,0.0,0.0,False
北村宏,脚質,追込,7,0,1,0.0,0.1429,0.0,False
酒井,場×距離帯×馬場,中京/ダ/マイル(1401-1800),7,0,1,0.0,0.1429,0.0,False
長浜,距離帯,長距離(2201~),7,0,0,0.0,0.0,0.0,False
武藤,距離帯,長距離(2201~),7,0,0,0.0,0.0,0.0,False
キング,距離帯,長距離(2201~),7,0,3,0.0,0.4286,0.0,False
江田照,脚質×距離帯,差し/長距離(2201~),7,0,0,0.0,0.0,0.0,False
西村太,距離帯,マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
菱田,場×距離帯×馬場,中京/芝/中距離(1801-2200),7,0,1,0.0,0.1429,0.0,False
小崎,脚質×距離帯,先行/中距離(1801-2200),7,0,0,0.0,0.0,0.0,False
藤岡佑,場×距離帯×馬場,中山/芝/マイル(1401-1800),7,0,1,0.0,0.1429,0.0,False
高倉,脚質×距離帯,差し/中距離(1801-2200),7,0,0,0.0,0.0,0.0,False
荻野極,場×距離帯×馬場,小倉/ダ/マイル(1401-1800),7,0,2,0.0,0.2857,0.0,False
藤懸,脚質×距離帯,先行/中距離(1801-2200),7,0,0,0.0,0.0,0.0,False
菊沢,場×距離帯×馬場,小倉/芝/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
岩田望,場×距離帯×馬場,中山/芝/マイル(1401-1800),7,0,1,0.0,0.1429,0.0,False
松本,脚質×距離帯,差し/長距離(2201~),7,0,2,0.0,0.2857,0.0,False
小沢,場×距離帯×馬場,小倉/芝/長距離(2201~),7,0,1,0.0,0.1429,0.0,False
▲柴田裕,場,小倉,7,0,1,0.0,0.1429,0.0,False
▲柴田裕,枠番,外枠(7-8),7,0,0,0.0,0.0,0.0,False
△吉村,場,京都,7,0,1,0.0,0.1429,0.0,False
川端,場,小倉,7,0,0,0.0,0.0,0.0,False
秋山稔,場×距離帯×馬場,小倉/ダ/短距離(~1400),7,0,1,0.0,0.1429,0.0,False
川端,距離帯,短距離(~1400),7,0,0,0.0,0.0,0.0,False
小林脩,場×距離帯×馬場,小倉/芝/短距離(~1400),7,0,0,0.0,0.0,0.0,False
◇永島,場×距離帯×馬場,小倉/芝/短距離(~1400),7,0,0,0.0,0.0,0.0,False
中井,脚質,逃げ,7,0,0,0.0,0.0,0.0,False
中井,脚質×距離帯,逃げ/短距離(~1400),7,0,0,0.0,0.0,0.0,False
水口,場,京都,7,0,0,0.0,0.0,0.0,False
黛,場×距離帯×馬場,小倉/芝/中距離(1801-2200),7,0,3,0.0,0.4286,0.0,False
石神道,枠番,内枠(1-2),7,0,0,0.0,0.0,0.0,False
西村淳,場×距離帯×馬場,東京/芝/マイル(1401-1800),7,0,2,0.0,0.2857,0.0,False
キング,場×距離帯×馬場,東京/ダ/短距離(~1400),7,0,2,0.0,0.2857,0.0,False
伊藤,場,東京,7,0,0,0.0,0.0,0.0,False
柴田大,場×距離帯×馬場,東京/芝/中距離(1801-2200),7,0,1,0.0,0.1429,0.0,False
木幡巧,場×距離帯×馬場,東京/芝/中距離(1801-2200),7,0,1,0.0,0.1429,0.0,False
★小林美,脚質,先行,7,0,1,0.0,0.1429,0.0,False
松若,脚質×距離帯,逃げ/短距離(~1400),7,0,1,0.0,0.1429,0.0,False
江田照,場×距離帯×馬場,東京/芝/短距離(~1400),7,0,0,0.0,0.0,0.0,False
石川,場×距離帯×馬場,東京/芝/長距離(2201~),7,0,0,0.0,0.0,0.0,False
☆横山琉,場,東京,7,0,1,0.0,0.1429,0.0,False
高杉,脚質,追込,7,0,0,0.0,0.0,0.0,False
☆高杉,場×距離帯×馬場,京都/ダ/短距離(~1400),7,0,1,0.0,0.1429,0.0,False
丸田,場×距離帯×馬場,東京/ダ/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
▲佐藤,場×距離帯×馬場,東京/ダ/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
池添,場×距離帯×馬場,京都/ダ/中距離(1801-2200),7,0,0,0.0,0.0,0.0,False
水口,枠番,外枠(7-8),7,0,0,0.0,0.0,0.0,False
鮫島良,枠番,内枠(1-2),7,0,0,0.0,0.0,0.0,False
古川奈,脚質×距離帯,差し/中距離(1801-2200),7,0,2,0.0,0.2857,0.0,False
小林脩,脚質×距離帯,差し/中距離(1801-2200),7,0,1,0.0,0.1429,0.0,False
国分恭,脚質,追込,7,0,0,0.0,0.0,0.0,False
角田和,場×距離帯×馬場,京都/ダ/短距離(~1400),7,0,0,0.0,0.0,0.0,False
小林脩,脚質×距離帯,先行/短距離(~1400),7,0,0,0.0,0.0,0.0,False
鮫島良,脚質,先行,7,0,2,0.0,0.2857,0.0,False
吉田隼,場×距離帯×馬場,小倉/芝/マイル(1401-1800),7,0,2,0.0,0.2857,0.0,False
酒井,場,東京,7,0,1,0.0,0.1429,0.0,False
Mデム,場×距離帯×馬場,京都/芝/短距離(~1400),7,0,2,0.0,0.2857,0.0,False
小崎,距離帯,長距離(2201~),7,0,0,0.0,0.0,0.0,False
小崎,脚質×距離帯,差し/長距離(2201~),7,0,0,0.0,0.0,0.0,False
松岡,場×距離帯×馬場,東京/芝/中距離(1801-2200),7,0,1,0.0,0.1429,0.0,False
荻野極,脚質×距離帯,追込/短距離(~1400),7,0,1,0.0,0.1429,0.0,False
西塚,場×距離帯×馬場,京都/芝/短距離(~1400),7,0,0,0.0,0.0,0.0,False
☆高杉,脚質,追込,7,0,2,0.0,0.2857,0.0,False
▲橋木,枠番,中枠(3-6),7,0,1,0.0,0.1429,0.0,False
★小林美,枠番,内枠(1-2),7,0,0,0.0,0.0,0.0,False
嶋田,場×距離帯×馬場,中山/ダ/短距離(~1400),7,0,0,0.0,0.0,0.0,False
田口,場×距離帯×馬場,阪神/ダ/中距離(1801-2200),7,0,0,0.0,0.0,0.0,False
角田和,場×距離帯×馬場,阪神/芝/短距離(~1400),7,0,0,0.0,0.0,0.0,False
団野,場×距離帯×馬場,中山/ダ/短距離(~1400),7,0,2,0.0,0.2857,0.0,False
▲水沼,脚質×距離帯,差し/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
太宰,場×距離帯×馬場,阪神/ダ/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
松若,場×距離帯×馬場,阪神/芝/中距離(1801-2200),7,0,1,0.0,0.1429,0.0,False
岩田康,場×距離帯×馬場,阪神/芝/短距離(~1400),7,0,2,0.0,0.2857,0.0,False
武豊,脚質×距離帯,逃げ/短距離(~1400),7,0,2,0.0,0.2857,0.0,False
斎藤,場×距離帯×馬場,阪神/芝/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
泉谷,場,中京,7,0,1,0.0,0.1429,0.0,False
丸山,場×距離帯×馬場,中京/ダ/短距離(~1400),7,0,1,0.0,0.1429,0.0,False
嶋田,場×距離帯×馬場,中山/芝/短距離(~1400),7,0,2,0.0,0.2857,0.0,False
★谷原,枠番,外枠(7-8),7,0,0,0.0,0.0,0.0,False
高杉,場×距離帯×馬場,阪神/芝/長距離(2201~),7,0,3,0.0,0.4286,0.0,False
松山,脚質×距離帯,先行/長距離(2201~),7,0,2,0.0,0.2857,0.0,False
▲遠藤,場×距離帯×馬場,中山/ダ/短距離(~1400),7,0,1,0.0,0.1429,0.0,False
浜中,脚質,逃げ,7,0,2,0.0,0.2857,0.0,False
角田和,場×距離帯×馬場,中京/芝/中距離(1801-2200),7,0,0,0.0,0.0,0.0,False
杉原,脚質×距離帯,逃げ/短距離(~1400),7,0,0,0.0,0.0,0.0,False
江田照,場×距離帯×馬場,中山/芝/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
浜中,場×距離帯×馬場,阪神/芝/中距離(1801-2200),7,0,1,0.0,0.1429,0.0,False
藤懸,場×距離帯×馬場,中京/芝/短距離(~1400),7,0,0,0.0,0.0,0.0,False
伊藤,脚質,差し,7,0,1,0.0,0.1429,0.0,False
Mデム,場×距離帯×馬場,阪神/芝/中距離(1801-2200),7,0,0,0.0,0.0,0.0,False
丹内,脚質×距離帯,追込/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
川又,場×距離帯×馬場,阪神/ダ/短距離(~1400),7,0,2,0.0,0.2857,0.0,False
亀田,場×距離帯×馬場,福島/ダ/マイル(1401-1800),7,0,1,0.0,0.1429,0.0,False
小崎,場×距離帯×馬場,福島/芝/短距離(~1400),7,0,1,0.0,0.1429,0.0,False
的場,脚質×距離帯,追込/短距離(~1400),7,0,0,0.0,0.0,0.0,False
西村太,枠番,中枠(3-6),7,0,0,0.0,0.0,0.0,False
吉田隼,場×距離帯×馬場,福島/芝/中距離(1801-2200),7,0,2,0.0,0.2857,0.0,False
▲遠藤,脚質×距離帯,差し/マイル(1401-1800),7,0,1,0.0,0.1429,0.0,False
太宰,脚質×距離帯,差し/長距離(2201~),7,0,3,0.0,0.4286,0.0,False
小牧加,枠番,中枠(3-6),7,0,2,0.0,0.2857,0.0,False
森一,距離帯,長距離(2201~),7,0,0,0.0,0.0,0.0,False
五十嵐,脚質,差し,7,0,2,0.0,0.2857,0.0,False
五十嵐,脚質×距離帯,差し/長距離(2201~),7,0,2,0.0,0.2857,0.0,False
木幡初,場,福島,7,0,1,0.0,0.1429,0.0,False
西村淳,場×距離帯×馬場,中山/芝/中距離(1801-2200),7,0,0,0.0,0.0,0.0,False
石神深,距離帯,短距離(~1400),7,0,1,0.0,0.1429,0.0,False
石神深,脚質×距離帯,差し/短距離(~1400),7,0,1,0.0,0.1429,0.0,False
武藤,場×距離帯×馬場,福島/芝/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
▲舟山,脚質×距離帯,差し/マイル(1401-1800),7,0,2,0.0,0.2857,0.0,False
森田,脚質,差し,7,0,0,0.0,0.0,0.0,False
☆吉村,場×距離帯×馬場,京都/芝/短距離(~1400),7,0,0,0.0,0.0,0.0,False
▲和田陽,場,京都,7,0,0,0.0,0.0,0.0,False
川須,距離帯,中距離(1801-2200),7,0,2,0.0,0.2857,0.0,False
田口,場×距離帯×馬場,京都/ダ/中距離(1801-2200),7,0,0,0.0,0.0,0.0,False
松若,場×距離帯×馬場,京都/ダ/中距離(1801-2200),7,0,1,0.0,0.1429,0.0,False
小林脩,場,福島,7,0,0,0.0,0.0,0.0,False
佐々木,場×距離帯×馬場,東京/芝/中距離(1801-2200),7,0,1,0.0,0.1429,0.0,False
石神道,距離帯,マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
石神道,脚質,先行,7,0,0,0.0,0.0,0.0,False
亀田,場×距離帯×馬場,新潟/芝/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
ディー,脚質,追込,7,0,2,0.0,0.2857,0.0,False
川田,場×距離帯×馬場,東京/ダ/マイル(1401-1800),7,0,5,0.0,0.7143,0.0,False
▲橋木,距離帯,マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
川須,場×距離帯×馬場,京都/芝/短距離(~1400),7,0,1,0.0,0.1429,0.0,False
西塚,場×距離帯×馬場,新潟/芝/短距離(~1400),7,0,0,0.0,0.0,0.0,False
武藤,場×距離帯×馬場,新潟/ダ/短距離(~1400),7,0,3,0.0,0.4286,0.0,False
小崎,場×距離帯×馬場,新潟/ダ/短距離(~1400),7,0,1,0.0,0.1429,0.0,False
水沼,脚質,差し,7,0,0,0.0,0.0,0.0,False
内田博,場×距離帯×馬場,東京/ダ/中距離(1801-2200),7,0,1,0.0,0.1429,0.0,False
丸田,場×距離帯×馬場,新潟/芝/マイル(1401-1800),7,0,1,0.0,0.1429,0.0,False
中井,場×距離帯×馬場,新潟/芝/短距離(~1400),7,0,0,0.0,0.0,0.0,False
△長浜,枠番,内枠(1-2),7,0,0,0.0,0.0,0.0,False
国分恭,場×距離帯×馬場,京都/芝/短距離(~1400),7,0,0,0.0,0.0,0.0,False
柴田大,場×距離帯×馬場,新潟/芝/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
鷲頭,距離帯,短距離(~1400),7,0,1,0.0,0.1429,0.0,False
▲上里,場,東京,7,0,1,0.0,0.1429,0.0,False
▲田山,場×距離帯×馬場,京都/芝/短距離(~1400),7,0,0,0.0,0.0,0.0,False
長岡,脚質×距離帯,追込/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
岩田望,場×距離帯×馬場,東京/芝/長距離(2201~),7,0,2,0.0,0.2857,0.0,False
◇永島,場,京都,7,0,0,0.0,0.0,0.0,False
柴田大,脚質×距離帯,追込/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
酒井,場,函館,7,0,1,0.0,0.1429,0.0,False
北村友,場×距離帯×馬場,函館/芝/マイル(1401-1800),7,0,0,0.0,0.0,0.0,False
